-1, 0
3960, 62
3960, 58
3960, 53
3960, 43
4920, 62
4920, 58
4920, 53
5880, 43
6360, 62
6360, 58
6360, 53
7320, 64
7320, 61
7320, 55
7800, 45
8760, 64
8760, 61
8760, 55
9720, 45
10200, 64
10200, 61
10200, 55
11160, 65
11160, 62
11160, 57
11640, 50
12600, 65
12600, 62
12600, 57
13560, 50
14040, 65
14040, 62
14040, 57
15000, 65
15000, 62
15000, 57
15480, 48
16440, 65
16440, 62
16440, 57
17400, 48
17880, 65
17880, 62
17880, 57
18840, 64
18840, 62
18840, 56
19320, 47
20280, 64
20280, 62
20280, 56
21240, 47
21720, 64
21720, 62
21720, 56
22680, 67
22680, 63
22680, 58
23160, 46
24120, 67
24120, 63
24120, 58
25080, 45
25560, 64
25560, 61
25560, 55
26520, 65
26520, 62
26520, 57
27000, 50
27960, 65
27960, 62
27960, 57
28920, 50
29400, 65
29400, 62
29400, 57
30360, 65
30360, 61
30360, 55
30840, 51
31800, 65
31800, 61
31800, 55
32760, 51
33240, 65
33240, 61
33240, 55
34200, 65
34200, 62
34200, 57
34680, 50
35640, 65
35640, 62
35640, 57
36600, 50
37080, 65
37080, 62
37080, 57
38040, 65
38040, 62
38040, 57
38520, 48
39480, 65
39480, 62
39480, 57
40440, 48
40920, 65
40920, 62
40920, 57
41880, 64
41880, 62
41880, 56
42360, 47
43320, 64
43320, 62
43320, 56
44280, 47
44760, 64
44760, 62
44760, 56
45720, 64
45720, 62
45720, 56
46200, 47
47160, 64
47160, 62
47160, 56
48120, 47
48600, 64
48600, 62
48600, 56
49560, 65
49560, 61
49560, 55
50040, 46
51000, 65
51000, 61
51000, 55
51960, 46
52440, 65
52440, 61
52440, 55
53400, 65
53400, 61
53400, 55
53880, 45
54840, 65
54840, 61
54840, 55
55800, 45
56280, 65
56280, 61
56280, 55
57240, 65
57240, 62
57240, 57
57720, 50
58680, 65
58680, 62
58680, 57
59640, 50
60120, 65
60120, 62
60120, 57
61080, 65
61080, 61
61080, 55
61560, 51
62520, 65
62520, 61
62520, 55
63480, 51
63960, 65
63960, 61
63960, 55
64920, 65
64920, 62
64920, 57
65400, 48
66360, 65
66360, 62
66360, 57
67320, 48
67800, 65
67800, 62
67800, 57
68760, 64
68760, 62
68760, 56
69240, 47
70200, 64
70200, 62
70200, 56
71160, 47
71640, 64
71640, 62
71640, 56
72600, 64
72600, 60
72600, 55
73080, 45
74040, 64
74040, 60
74040, 55
75000, 45
75480, 64
75480, 60
75480, 55
76440, 64
76440, 60
76440, 55
76920, 45
77880, 64
77880, 60
77880, 55
78840, 45
79320, 64
79320, 60
79320, 55
80280, 65
80280, 62
80280, 55
80760, 46
81720, 65
81720, 62
81720, 56
82680, 46
83160, 65
83160, 62
83160, 56
84120, 65
84120, 62
84120, 56
84600, 46
85560, 65
85560, 62
85560, 55
86520, 46
87000, 65
87000, 62
87000, 55
87960, 64
87960, 61
87960, 55
88440, 45
89400, 64
89400, 61
89400, 55
90360, 45
90840, 64
90840, 61
90840, 55
91800, 65
91800, 61
91800, 55
92280, 45
93240, 65
93240, 61
93240, 55
94200, 45
94680, 65
94680, 62
94680, 57
95640, 65
95640, 62
95640, 57
96120, 50
97080, 65
97080, 62
97080, 57
98040, 50
98520, 65
98520, 62
98520, 57
99480, 65
99480, 62
99480, 57
99960, 48
100920, 65
100920, 62
100920, 57
101880, 48
102360, 65
102360, 62
102360, 57
103320, 64
103320, 62
103320, 56
103800, 47
104760, 64
104760, 62
104760, 56
105720, 47
106200, 64
106200, 62
106200, 56
107160, 64
107160, 62
107160, 56
107640, 47
108600, 64
108600, 62
108600, 56
109560, 47
110040, 64
110040, 62
110040, 56
111000, 65
111000, 61
111000, 55
111480, 46
112440, 65
112440, 61
112440, 55
113400, 46
113880, 65
113880, 61
113880, 55
114840, 65
114840, 61
114840, 55
115320, 45
116280, 65
116280, 61
116280, 55
117240, 45
117720, 65
117720, 61
117720, 55
118680, 65
118680, 62
118680, 57
119160, 50
120120, 65
120120, 62
120120, 57
121080, 50
121560, 65
121560, 62
121560, 57
122520, 66
122520, 60
122520, 57
123000, 50
123960, 66
123960, 60
123960, 57
124920, 50
125400, 66
125400, 60
125400, 57
126360, 62
126360, 58
126360, 54
126840, 43
127800, 62
127800, 58
127800, 53
128760, 43
129240, 62
129240, 58
129240, 53
130200, 65
130200, 61
130200, 55
130680, 45
131640, 65
131640, 61
131640, 55
132600, 45
133080, 65
133080, 61
133080, 55
134040, 65
134040, 62
134040, 57
134520, 50
135480, 65
135480, 62
135480, 57
136440, 50
136920, 65
136920, 62
136920, 57
137880, 64
137880, 60
137880, 55
138360, 45
139320, 64
139320, 60
139320, 55
140280, 45
140760, 64
140760, 60
140760, 55
141720, 64
141720, 62
141720, 56
142200, 47
143160, 64
143160, 62
143160, 56
144120, 47
144600, 64
144600, 62
144600, 56
145560, 65
145560, 61
145560, 55
146040, 46
147000, 65
147000, 61
147000, 55
147960, 46
148440, 65
148440, 60
148440, 57
149400, 65
149400, 60
149400, 57
149880, 50
150840, 65
150840, 60
150840, 57
151800, 50
152280, 65
152280, 61
152280, 55
153240, 67
153240, 62
153240, 59
153720, 52
154680, 67
154680, 62
154680, 58
155640, 45
156120, 66
156120, 61
156120, 55
157080, 64
157080, 59
157080, 54
157560, 50
158520, 64
158520, 59
158520, 54
159480, 50
159960, 64
159960, 59
159960, 54
160920, 63
160920, 60
160920, 57
161400, 47
162360, 63
162360, 61
162360, 57
163320, 47
163800, 63
163800, 61
163800, 57
164760, 66
164760, 62
164760, 56
165240, 52
166200, 66
166200, 62
166200, 56
167160, 52
167640, 66
167640, 62
167640, 56
168600, 64
168600, 62
168600, 56
169080, 52
170040, 64
170040, 62
170040, 56
171000, 52
171480, 64
171480, 62
171480, 56
172440, 59
172440, 62
172440, 55
172920, 45
173880, 62
173880, 59
173880, 55
174840, 45
175320, 62
175320, 59
175320, 55
176280, 59
176280, 61
176280, 55
176760, 45
177720, 59
177720, 61
177720, 55
178680, 45
179160, 59
179160, 61
179160, 55
180120, 59
180120, 56
180120, 50
180600, 41
181560, 59
181560, 56
181560, 50
182520, 41
183000, 59
183000, 56
183000, 50
183960, 59
183960, 57
183960, 50
184440, 42
185400, 59
185400, 57
185400, 50
186360, 42
186840, 59
186840, 57
186840, 50
187800, 59
187800, 57
187800, 50
188280, 42
189240, 59
189240, 57
189240, 50
190200, 42
190680, 59
190680, 57
190680, 50
191640, 59
191640, 56
191640, 50
192120, 41
193080, 59
193080, 56
193080, 50
194040, 41
194520, 59
194520, 56
194520, 50
195480, 62
195480, 59
195480, 55
195960, 52
196920, 62
196920, 59
196920, 55
197880, 52
198360, 62
198360, 59
198360, 55
199320, 62
199320, 59
199320, 55
199800, 52
200760, 62
200760, 59
200760, 55
201720, 52
202200, 62
202200, 59
202200, 55
203160, 66
203160, 62
203160, 56
203640, 52
204600, 66
204600, 62
204600, 56
205560, 52
206040, 66
206040, 62
206040, 56
207000, 66
207000, 62
207000, 56
207480, 52
208440, 66
208440, 62
208440, 56
209400, 52
209880, 66
209880, 62
209880, 56
210840, 59
210840, 61
210840, 55
211320, 45
212280, 59
212280, 61
212280, 55
213240, 45
213720, 59
213720, 61
213720, 55
214680, 61
214680, 58
214680, 55
215160, 45
216120, 61
216120, 58
216120, 55
217080, 45
217560, 61
217560, 58
217560, 55
218520, 64
218520, 59
218520, 54
219000, 50
219960, 64
219960, 59
219960, 54
220920, 50
221400, 64
221400, 59
221400, 54
222360, 66
222360, 62
222360, 57
222840, 47
223800, 66
223800, 62
223800, 57
224760, 47
225240, 66
225240, 62
225240, 57
226200, 66
226200, 62
226200, 56
226680, 52
227640, 66
227640, 62
227640, 56
228600, 52
229080, 66
229080, 62
229080, 56
230040, 66
230040, 62
230040, 56
230520, 52
231480, 66
231480, 62
231480, 56
232440, 52
232920, 66
232920, 62
232920, 56
233880, 68
233880, 64
233880, 59
234360, 54
235320, 68
235320, 64
235320, 58
236280, 54
236760, 68
236760, 64
236760, 59
237720, 68
237720, 64
237720, 58
238200, 54
239160, 68
239160, 64
239160, 58
240120, 54
240600, 68
240600, 64
240600, 58
241560, 66
241560, 62
241560, 57
242040, 47
243000, 66
243000, 62
243000, 57
243960, 46
244440, 65
244440, 61
244440, 56
245400, 64
245400, 60
245400, 55
245880, 45
246840, 64
246840, 60
246840, 55
247800, 50
248280, 64
248280, 60
248280, 54
249240, 62
249240, 59
249240, 54
249720, 43
250680, 62
250680, 59
250680, 54
251640, 43
252120, 62
252120, 59
252120, 54
253080, 62
253080, 58
253080, 52
253560, 54
253560, 43
254520, 62
254520, 58
254520, 52
255480, 43
255960, 62
255960, 58
255960, 52
256920, 61
256920, 57
256920, 51
257400, 42
258360, 61
258360, 57
258360, 51
259320, 42
259800, 61
259800, 57
259800, 51
260760, 68
260760, 63
260760, 57
261240, 47
262200, 68
262200, 63
262200, 57
263160, 47
263640, 67
263640, 63
263640, 57
264600, 66
264600, 62
264600, 56
265080, 52
266040, 66
266040, 62
266040, 56
267000, 52
267480, 66
267480, 62
267480, 56
268440, 59
268440, 61
268440, 55
268920, 45
269880, 59
269880, 61
269880, 55
270840, 45
271320, 59
271320, 61
271320, 55
272280, 63
272280, 58
272280, 52
272760, 42
273720, 63
273720, 58
273720, 52
274680, 42
275160, 62
275160, 58
275160, 52
276120, 61
276120, 57
276120, 51
276600, 47
277560, 61
277560, 57
277560, 51
278520, 47
279000, 60
279000, 57
279000, 51
279960, 61
279960, 56
279960, 50
280440, 40
281400, 61
281400, 56
281400, 50
282360, 40
282840, 60
282840, 56
282840, 50
283800, 59
283800, 61
283800, 55
284280, 45
285240, 59
285240, 61
285240, 55
286200, 45
286680, 59
286680, 61
286680, 55
287640, 64
287640, 59
287640, 54
288120, 50
289080, 64
289080, 59
289080, 54
290040, 50
290520, 64
290520, 59
290520, 54
291720, 64
291720, 59
291720, 54
