0, 33
480, 33
960, 47
960, 59
1440, 45
1680, 47
1680, 59
2160, 47
2160, 59
2400, 45
2640, 47
2640, 59
2880, 47
2880, 59
3120, 45
3600, 47
3600, 59
3840, 33
4320, 33
4800, 47
4800, 59
5280, 45
5520, 47
5520, 59
6000, 47
6000, 59
6240, 45
6480, 47
6480, 59
6720, 47
6720, 59
6960, 45
7440, 47
7440, 59
7680, 33
8160, 33
8640, 48
8640, 60
9120, 45
9360, 48
9360, 60
9840, 48
9840, 60
10080, 45
10320, 48
10320, 60
10560, 48
10560, 60
10800, 45
11280, 48
11280, 60
11520, 33
12000, 33
12480, 48
12480, 60
12960, 45
13200, 48
13200, 60
13680, 48
13680, 60
13920, 45
14160, 48
14160, 60
14400, 48
14400, 60
14640, 45
15120, 48
15120, 60
15360, 33
15840, 33
16320, 47
16320, 59
16800, 45
17040, 47
17040, 59
17520, 47
17520, 59
17760, 45
18000, 47
18000, 59
18240, 47
18240, 59
18480, 45
18960, 47
18960, 59
19200, 33
19680, 33
20160, 47
20160, 59
20640, 45
20880, 47
20880, 59
21360, 47
21360, 59
21600, 45
21840, 47
21840, 59
22080, 47
22080, 59
22320, 45
22800, 47
22800, 59
23040, 33
23520, 33
24000, 48
24000, 60
24480, 45
24720, 48
24720, 60
25200, 48
25200, 60
25440, 45
25680, 48
25680, 60
25920, 48
25920, 60
26160, 45
26640, 48
26640, 60
26880, 33
27360, 33
27840, 48
27840, 60
28320, 45
28560, 48
28560, 60
30720, 45
30720, 33
31200, 45
31200, 33
31680, 57
31680, 45
32160, 45
32160, 33
32400, 57
32400, 45
32880, 57
32880, 45
33120, 45
33120, 33
33360, 57
33360, 45
33600, 57
33600, 45
33840, 45
33840, 33
34320, 57
34320, 45
34560, 45
34560, 33
35040, 45
35040, 33
35520, 55
35520, 43
36000, 45
36000, 33
36240, 55
36240, 43
36720, 55
36720, 43
36960, 45
36960, 33
37200, 55
37200, 43
37440, 55
37440, 43
37680, 45
37680, 33
38160, 55
38160, 43
38400, 45
38400, 33
38880, 45
38880, 33
39360, 53
39360, 41
39840, 45
39840, 33
40080, 53
40080, 41
40560, 53
40560, 41
40800, 45
40800, 33
41040, 53
41040, 41
41280, 53
41280, 41
41520, 45
41520, 33
42000, 53
42000, 41
42240, 45
42240, 33
42720, 45
42720, 33
43200, 52
43200, 40
43680, 45
43680, 33
43920, 52
43920, 40
44400, 52
44400, 40
44640, 45
44640, 33
44880, 52
44880, 40
45120, 52
45120, 40
45360, 45
45360, 33
45840, 52
45840, 40
46080, 45
46080, 33
46560, 45
46560, 33
47040, 57
47040, 45
47520, 45
47520, 33
47760, 57
47760, 45
48240, 57
48240, 45
48480, 45
48480, 33
48720, 57
48720, 45
48960, 57
48960, 45
49200, 45
49200, 33
49680, 57
49680, 45
49920, 45
49920, 33
50400, 45
50400, 33
50880, 55
50880, 43
51360, 45
51360, 33
51600, 55
51600, 43
52080, 55
52080, 43
52320, 45
52320, 33
52560, 55
52560, 43
52800, 55
52800, 43
53040, 45
53040, 33
53520, 55
53520, 43
53760, 45
53760, 33
54240, 45
54240, 33
54720, 53
54720, 41
55200, 45
55200, 33
55440, 53
55440, 41
55920, 53
55920, 41
56160, 45
56160, 33
56400, 53
56400, 41
56640, 53
56640, 41
56880, 45
56880, 33
57360, 53
57360, 41
57600, 45
57600, 33
58080, 45
58080, 33
58560, 52
58560, 40
59040, 45
59040, 33
59280, 52
59280, 40
59760, 52
59760, 40
60000, 45
60000, 33
60240, 52
60240, 40
60480, 52
60480, 40
60720, 45
60720, 33
61200, 52
61200, 40
61440, 45
61440, 33
61920, 45
61920, 33
62400, 57
62400, 45
62880, 45
62880, 33
63120, 57
63120, 45
63600, 57
63600, 45
63840, 45
63840, 33
64080, 57
64080, 45
64320, 57
64320, 45
64560, 45
64560, 33
65040, 57
65040, 45
65280, 45
65280, 33
65760, 45
65760, 33
66240, 55
66240, 43
66720, 45
66720, 33
66960, 55
66960, 43
67440, 55
67440, 43
67680, 45
67680, 33
67920, 55
67920, 43
68160, 55
68160, 43
68400, 45
68400, 33
68880, 55
68880, 43
69120, 45
69120, 33
69600, 45
69600, 33
70080, 53
70080, 41
70560, 45
70560, 33
70800, 53
70800, 41
71280, 53
71280, 41
71520, 45
71520, 33
71760, 53
71760, 41
72000, 53
72000, 41
72240, 45
72240, 33
72720, 53
72720, 41
72960, 45
72960, 33
73440, 45
73440, 33
73920, 52
73920, 40
74400, 45
74400, 33
74640, 52
74640, 40
75120, 52
75120, 40
75360, 45
75360, 33
75600, 52
75600, 40
75840, 52
75840, 40
76080, 45
76080, 33
76560, 52
76560, 40
76800, 45
76800, 33
77280, 45
77280, 33
77760, 57
77760, 45
78240, 45
78240, 33
78480, 57
78480, 45
78960, 57
78960, 45
79200, 45
79200, 33
79440, 57
79440, 45
79680, 57
79680, 45
79920, 45
79920, 33
80400, 57
80400, 45
80640, 45
80640, 33
81120, 45
81120, 33
81600, 55
81600, 43
82080, 45
82080, 33
82320, 55
82320, 43
82800, 55
82800, 43
83040, 45
83040, 33
83280, 55
83280, 43
83520, 55
83520, 43
83760, 45
83760, 33
84240, 55
84240, 43
84480, 45
84480, 33
84960, 45
84960, 33
85440, 53
85440, 41
85920, 45
85920, 33
86160, 53
86160, 41
86640, 53
86640, 41
86880, 45
86880, 33
87120, 53
87120, 41
87360, 53
87360, 41
87600, 45
87600, 33
88080, 53
88080, 41
88320, 45
88320, 33
88800, 45
88800, 33
89280, 52
89280, 40
89760, 45
89760, 33
90000, 52
90000, 40
90480, 52
90480, 40
90720, 45
90720, 33
90960, 52
90960, 40
91200, 52
91200, 40
91440, 45
91440, 33
91920, 52
91920, 40
92160, 45
92160, 33
92640, 45
92640, 33
93120, 57
93120, 45
93600, 45
93600, 33
93840, 57
93840, 45
94320, 57
94320, 45
94560, 45
94560, 33
94800, 57
94800, 45
95040, 57
95040, 45
95280, 45
95280, 33
95760, 57
95760, 45
96000, 45
96000, 33
96480, 45
96480, 33
96960, 55
96960, 43
97440, 45
97440, 33
97680, 55
97680, 43
98160, 55
